0	0	Gun	O-CLAIM
0	1	restrictions	O-CLAIM
0	2	should	O-CLAIM
0	3	not	O-CLAIM
0	4	be	O-CLAIM
0	5	in	O-CLAIM
0	6	America	O-CLAIM
1	0	At	O-CLAIM
1	1	first	O-CLAIM
1	2	look	O-CLAIM
1	3	guns	B-CLAIM
1	4	can	I-CLAIM
1	5	be	I-CLAIM
1	6	bad	I-CLAIM
1	7	for	I-CLAIM
1	8	our	I-CLAIM
1	9	country	I-CLAIM
1	10	,	O-CLAIM
1	11	but	O-CLAIM
1	12	there	O-CLAIM
1	13	are	O-CLAIM
1	14	more	O-CLAIM
1	15	to	O-CLAIM
1	16	guns	O-CLAIM
1	17	than	O-CLAIM
1	18	just	O-CLAIM
1	19	death	O-CLAIM
1	20	and	O-CLAIM
1	21	despair	O-CLAIM
1	22	.	O-CLAIM
2	0	We	O-CLAIM
2	1	have	O-CLAIM
2	2	a	O-CLAIM
2	3	rule	O-CLAIM
2	4	for	O-CLAIM
2	5	protecting	O-CLAIM
2	6	guns	O-CLAIM
2	7	in	O-CLAIM
2	8	the	O-CLAIM
2	9	constitution	O-CLAIM
2	10	.	O-CLAIM
3	0	Many	O-CLAIM
3	1	people	O-CLAIM
3	2	in	O-CLAIM
3	3	our	O-CLAIM
3	4	country	O-CLAIM
3	5	love	O-CLAIM
3	6	guns	O-CLAIM
3	7	for	O-CLAIM
3	8	recreation	O-CLAIM
3	9	,	O-CLAIM
3	10	while	O-CLAIM
3	11	treating	O-CLAIM
3	12	their	O-CLAIM
3	13	guns	O-CLAIM
3	14	responsibly	O-CLAIM
3	15	.	O-CLAIM
4	0	Gun	O-CLAIM
4	1	ownership	O-CLAIM
4	2	is	O-CLAIM
4	3	protected	O-CLAIM
4	4	by	O-CLAIM
4	5	the	O-CLAIM
4	6	second	O-CLAIM
4	7	amendment	O-CLAIM
4	8	of	O-CLAIM
4	9	the	O-CLAIM
4	10	constitution	O-CLAIM
4	11	.	O-CLAIM
5	0	This	O-CLAIM
5	1	is	O-CLAIM
5	2	in	O-CLAIM
5	3	our	O-CLAIM
5	4	constitution	O-CLAIM
5	5	written	O-CLAIM
5	6	almost	O-CLAIM
5	7	230	O-CLAIM
5	8	years	O-CLAIM
5	9	ago	O-CLAIM
5	10	by	O-CLAIM
5	11	our	O-CLAIM
5	12	founding	O-CLAIM
5	13	fathers	O-CLAIM
5	14	.	O-CLAIM
6	0	If	B-CLAIM
6	1	our	B-CLAIM
6	2	leaders	I-CLAIM
6	3	agree	I-CLAIM
6	4	to	I-CLAIM
6	5	having	I-CLAIM
6	6	firearms	I-CLAIM
6	7	we	I-CLAIM
6	8	should	I-CLAIM
6	9	accept	I-CLAIM
6	10	that	I-CLAIM
6	11	.	O-CLAIM
7	0	Many	O-CLAIM
7	1	people	O-CLAIM
7	2	use	O-CLAIM
7	3	guns	O-CLAIM
7	4	for	O-CLAIM
7	5	recreation	O-CLAIM
7	6	like	O-CLAIM
7	7	,	O-CLAIM
7	8	challenges	O-CLAIM
7	9	,	O-CLAIM
7	10	activities	O-CLAIM
7	11	,	O-CLAIM
7	12	and	O-CLAIM
7	13	competitions	O-CLAIM
7	14	.	O-CLAIM
8	0	Approximately	O-CLAIM
8	1	40	O-CLAIM
8	2	million	O-CLAIM
8	3	Americans	O-CLAIM
8	4	love	O-CLAIM
8	5	recreational	O-CLAIM
8	6	shooting	O-CLAIM
8	7	every	O-CLAIM
8	8	year	O-CLAIM
8	9	(	O-CLAIM
8	10	Home	O-CLAIM
8	11	)	O-CLAIM
8	12	.	O-CLAIM
9	0	Imagine	O-CLAIM
9	1	if	O-CLAIM
9	2	your	O-CLAIM
9	3	favorite	O-CLAIM
9	4	sport	O-CLAIM
9	5	was	O-CLAIM
9	6	taken	O-CLAIM
9	7	away	O-CLAIM
9	8	from	O-CLAIM
9	9	you	O-CLAIM
9	10	,	O-CLAIM
9	11	because	O-CLAIM
9	12	the	O-CLAIM
9	13	law	O-CLAIM
9	14	restricted	O-CLAIM
9	15	it	O-CLAIM
9	16	and	O-CLAIM
9	17	you	O-CLAIM
9	18	could	O-CLAIM
9	19	never	O-CLAIM
9	20	play	O-CLAIM
9	21	again	O-CLAIM
9	22	.	O-CLAIM
10	0	There	O-CLAIM
10	1	are	O-CLAIM
10	2	many	O-CLAIM
10	3	different	O-CLAIM
10	4	rules	O-CLAIM
10	5	of	O-CLAIM
10	6	shooting	O-CLAIM
10	7	games	O-CLAIM
10	8	just	O-CLAIM
10	9	like	O-CLAIM
10	10	basketball	O-CLAIM
10	11	and	O-CLAIM
10	12	soccer	O-CLAIM
10	13	(	O-CLAIM
10	14	Shooting	O-CLAIM
10	15	Sports	O-CLAIM
10	16	.	O-CLAIM
10	17	)	O-CLAIM
11	0	People	B-CLAIM
11	1	with	I-CLAIM
11	2	a	I-CLAIM
11	3	bad	I-CLAIM
11	4	background	I-CLAIM
11	5	should	I-CLAIM
11	6	have	I-CLAIM
11	7	their	I-CLAIM
11	8	guns	I-CLAIM
11	9	taken	I-CLAIM
11	10	away	I-CLAIM
11	11	not	I-CLAIM
11	12	mentally	I-CLAIM
11	13	healthy	I-CLAIM
11	14	people	I-CLAIM
11	15	(	O-CLAIM
11	16	Guns	O-CLAIM
