sentence_id	token_id	token	label
0	0	Capital	O
0	1	punishment	O
0	2	-	O
0	3	necessary	O
0	4	or	O
0	5	not	O
0	6	_NEW_LINE__NEW_LINE_	O
0	7	Crime	O
0	8	is	O
0	9	always	O
0	10	punishable	O
0	11	.	O
1	0	Retribution	O
1	1	is	O
1	2	the	O
1	3	method	O
1	4	for	O
1	5	countering	O
1	6	criminals	O
1	7	.	O
2	0	Some	O
2	1	countries	O
2	2	have	O
2	3	stringent	O
2	4	rules	O
2	5	,	O
2	6	like	O
2	7	capital	O
2	8	punishment	O
2	9	,	O
2	10	while	O
2	11	other	O
2	12	have	O
2	13	a	O
2	14	lot	O
2	15	of	O
2	16	flexibility	O
2	17	in	O
2	18	the	O
2	19	judicial	O
2	20	system	O
2	21	.	O
3	0	However	O
3	1	,	O
3	2	strict	B-claim
3	3	laws	I-claim
3	4	,	I-claim
3	5	like	I-claim
3	6	capital	I-claim
3	7	punishment	I-claim
3	8	,	I-claim
3	9	are	I-claim
3	10	essential	I-claim
3	11	in	I-claim
3	12	a	I-claim
3	13	society	I-claim
3	14	.	O
3	15	_NEW_LINE_	O
4	0	Capital	B-premise
4	1	punishment	I-premise
4	2	is	I-premise
4	3	given	I-premise
4	4	only	I-premise
4	5	in	I-premise
4	6	the	I-premise
4	7	"	I-premise
4	8	rarest	I-premise
4	9	of	I-premise
4	10	the	I-premise
4	11	rare	I-premise
4	12	"	I-premise
4	13	cases	I-premise
4	14	.	O
5	0	Its	B-premise
5	1	first	I-premise
5	2	and	I-premise
5	3	foremost	I-premise
5	4	objective	I-premise
5	5	is	I-premise
5	6	safety	I-premise
5	7	of	I-premise
5	8	other	I-premise
5	9	human	I-premise
5	10	beings	I-premise
5	11	.	O
6	0	When	B-premise
6	1	a	I-premise
6	2	criminal	I-premise
6	3	becomes	I-premise
6	4	a	I-premise
6	5	threat	I-premise
6	6	to	I-premise
6	7	the	I-premise
6	8	society	I-premise
6	9	,	I-premise
6	10	such	I-premise
6	11	that	I-premise
6	12	they	I-premise
6	13	can	I-premise
6	14	commit	I-premise
6	15	heinous	I-premise
6	16	crimes	I-premise
6	17	,	I-premise
6	18	then	I-premise
6	19	they	I-premise
6	20	are	I-premise
6	21	given	I-premise
6	22	capital	I-premise
6	23	punishment	I-premise
6	24	.	O
7	0	Thus	O
7	1	,	O
7	2	capital	B-claim
7	3	punishment	I-claim
7	4	protects	I-claim
7	5	the	I-claim
7	6	society	I-claim
7	7	from	I-claim
7	8	hardcore	I-claim
7	9	criminals	I-claim
7	10	.	O
7	11	_NEW_LINE_	O
8	0	Moreover	O
8	1	,	O
8	2	capital	B-premise
8	3	punishment	I-premise
8	4	curbs	I-premise
8	5	the	I-premise
8	6	inspiration	I-premise
8	7	and	I-premise
8	8	prospects	I-premise
8	9	of	I-premise
8	10	other	I-premise
8	11	hateful	I-premise
8	12	crimes	I-premise
8	13	.	O
9	0	When	B-premise
9	1	a	I-premise
9	2	criminal	I-premise
9	3	mind	I-premise
9	4	knows	I-premise
9	5	the	I-premise
9	6	quantum	I-premise
9	7	of	I-premise
